campaign_id,campaign_name,platform_name,channel_group,campaign_objective,budget,actual_spend,start_date,end_date,target_country,target_segment,creative_type,owner_team,agency_name,kpi_goal,status,currency_code,impressions_target,clicks_target,created_at
CMP-001,Google Ads Apr 2024 115,Google Ads,Search,Acquisition,8525.15,7912.88,2024-04-24,2024-06-10,USA,Enterprise,Carousel,CRM,MediaHub,CAC,Completed,QAR,1296631,153319,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Apr 2024 116,Meta Ads,Social,Acquisition,144550.66,115638.71,2024-04-25,2024-08-06,USA,Basic,Video,Performance,AdSpark,Revenue,Paused,EGP,1411628,87007,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Apr 2024 117,TikTok Ads,Social,Awareness,34259.00,30941.13,2024-04-26,2024-05-11,UAE,Basic,Search Text,CRM,AdSpark,Leads,Paused,EGP,1650656,49141,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Apr 2024 118,LinkedIn Ads,B2B,Lead Generation,17653.64,15268.55,2024-04-27,2024-06-16,Egypt,Basic,Static,CRM,MediaHub,CAC,Paused,KWD,409502,19282,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Apr 2024 119,Email Nurture,CRM,Retention,111109.86,73641.32,2024-04-28,2024-05-13,UAE,Enterprise,Video,Brand,MediaHub,ROAS,Completed,EUR,2150926,67395,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Apr 2024 120,Affiliate Network,Partner,Acquisition,4063.78,4082.31,2024-04-29,2024-06-13,KSA,Basic,Search Text,Performance,AdSpark,CAC,Active,AED,1191073,235981,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Apr 2024 121,Google Ads,Search,Acquisition,51507.74,53573.74,2024-04-30,2024-08-08,Bahrain,VIP,Search Text,Brand,MediaHub,ROAS,Active,EUR,1317301,44905,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads May 2024 122,Meta Ads,Social,Acquisition,8871.08,9148.75,2024-05-01,2024-07-04,USA,Enterprise,Static,Growth,MediaHub,Revenue,Paused,KWD,2193809,49899,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads May 2024 123,TikTok Ads,Social,Awareness,39863.51,41590.45,2024-05-02,2024-05-25,UAE,Premium,Video,Performance,InHouse,ROAS,Paused,EGP,956443,188090,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads May 2024 124,LinkedIn Ads,B2B,Lead Generation,83508.15,60324.03,2024-05-03,2024-08-21,Kuwait,Premium,Video,CRM,InHouse,Leads,Completed,SAR,2200491,151169,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture May 2024 125,Email Nurture,CRM,Retention,108972.83,100751.72,2024-05-04,2024-07-19,KSA,Enterprise,Video,Growth,AdSpark,CAC,Completed,KWD,1403833,145241,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network May 2024 126,Affiliate Network,Partner,Acquisition,14069.85,12457.68,2024-05-05,2024-07-28,Qatar,Enterprise,Search Text,CRM,InHouse,Revenue,Completed,AED,2983047,14197,2024-01-01T00:00:00+00:00
CMP-001,Google Ads May 2024 127,Google Ads,Search,Acquisition,148877.46,116997.99,2024-05-06,2024-08-24,USA,Enterprise,Static,Growth,AdSpark,CAC,Completed,BHD,733006,211686,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads May 2024 128,Meta Ads,Social,Acquisition,42864.42,44346.58,2024-05-07,2024-07-25,UK,Basic,Video,CRM,MediaHub,Revenue,Active,AED,236384,47565,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads May 2024 129,TikTok Ads,Social,Awareness,33635.21,25825.73,2024-05-08,2024-07-31,Egypt,Premium,Static,CRM,InHouse,Leads,Active,QAR,1179139,128736,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads May 2024 130,LinkedIn Ads,B2B,Lead Generation,98915.39,93223.49,2024-05-09,2024-06-27,KSA,Basic,Search Text,Brand,MediaHub,ROAS,Completed,EGP,2641098,193619,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture May 2024 131,Email Nurture,CRM,Retention,20881.94,18869.29,2024-05-10,2024-05-25,UAE,VIP,Static,CRM,MediaHub,CAC,Completed,BHD,2098876,95155,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network May 2024 132,Affiliate Network,Partner,Acquisition,104926.98,72535.41,2024-05-11,2024-06-10,Qatar,Premium,Video,CRM,InHouse,Revenue,Paused,AED,1717744,67444,2024-01-01T00:00:00+00:00
CMP-001,Google Ads May 2024 133,Google Ads,Search,Acquisition,31162.13,28758.68,2024-05-12,2024-07-15,UAE,VIP,Static,Performance,AdSpark,Revenue,Paused,EUR,2461831,26153,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads May 2024 134,Meta Ads,Social,Acquisition,81515.82,57289.94,2024-05-13,2024-08-13,KSA,Basic,Static,Growth,AdSpark,ROAS,Paused,QAR,1595950,227804,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads May 2024 135,TikTok Ads,Social,Awareness,8049.74,8274.78,2024-05-14,2024-08-13,USA,Basic,Video,Brand,MediaHub,Leads,Active,EUR,1653672,43520,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads May 2024 136,LinkedIn Ads,B2B,Lead Generation,85988.39,83458.90,2024-05-15,2024-06-17,USA,Basic,Search Text,Performance,InHouse,ROAS,Paused,EUR,2346982,232944,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture May 2024 137,Email Nurture,CRM,Retention,145388.17,118792.84,2024-05-16,2024-07-16,Kuwait,Enterprise,Video,Performance,MediaHub,Revenue,Active,SAR,2402128,135255,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network May 2024 138,Affiliate Network,Partner,Acquisition,60270.03,47894.68,2024-05-17,2024-09-10,UK,VIP,Carousel,Brand,InHouse,Revenue,Paused,EUR,833539,180531,2024-01-01T00:00:00+00:00
CMP-001,Google Ads May 2024 139,Google Ads,Search,Acquisition,91489.56,66368.89,2024-05-18,2024-07-10,USA,Enterprise,Carousel,Growth,BlueFox,Revenue,Active,BHD,805964,34941,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads May 2024 140,Meta Ads,Social,Acquisition,59030.37,48613.63,2024-05-19,2024-06-23,KSA,Basic,Carousel,CRM,BlueFox,CAC,Paused,EGP,1450838,247635,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads May 2024 141,TikTok Ads,Social,Awareness,84111.18,65457.39,2024-05-20,2024-08-25,Egypt,Basic,Video,Performance,InHouse,Revenue,Active,GBP,1314994,238879,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads May 2024 142,LinkedIn Ads,B2B,Lead Generation,107259.94,97950.42,2024-05-21,2024-09-17,Kuwait,VIP,Static,CRM,BlueFox,CAC,Active,QAR,1943293,49931,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture May 2024 143,Email Nurture,CRM,Retention,100673.15,80122.56,2024-05-22,2024-07-21,USA,Premium,Static,Brand,MediaHub,ROAS,Completed,GBP,335261,21626,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network May 2024 144,Affiliate Network,Partner,Acquisition,125499.17,124160.82,2024-05-23,2024-09-04,Bahrain,Enterprise,Video,Brand,BlueFox,Leads,Paused,EUR,2903352,148774,2024-01-01T00:00:00+00:00
CMP-001,Google Ads May 2024 145,Google Ads,Search,Acquisition,41747.32,32660.18,2024-05-24,2024-09-01,Bahrain,Enterprise,Carousel,Brand,MediaHub,Leads,Active,EUR,1564907,148932,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads May 2024 146,Meta Ads,Social,Acquisition,148686.97,112755.55,2024-05-25,2024-08-07,Kuwait,Enterprise,Video,Performance,MediaHub,Leads,Active,SAR,752740,90982,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads May 2024 147,TikTok Ads,Social,Awareness,56750.99,49043.90,2024-05-26,2024-07-15,UAE,VIP,Carousel,Growth,BlueFox,CAC,Paused,EGP,1365164,207183,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads May 2024 148,LinkedIn Ads,B2B,Lead Generation,87206.05,70534.87,2024-05-27,2024-07-27,Bahrain,Premium,Video,CRM,InHouse,Revenue,Paused,EGP,1014944,97453,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture May 2024 149,Email Nurture,CRM,Retention,108175.86,113035.08,2024-05-28,2024-09-18,UK,Premium,Search Text,Growth,BlueFox,ROAS,Completed,QAR,2739087,143727,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network May 2024 150,Affiliate Network,Partner,Acquisition,30921.17,29902.48,2024-05-29,2024-08-25,Egypt,Enterprise,Video,Brand,BlueFox,Leads,Active,AED,1909202,149523,2024-01-01T00:00:00+00:00
CMP-001,Google Ads May 2024 151,Google Ads,Search,Acquisition,34561.59,33114.43,2024-05-30,2024-08-04,USA,Basic,Video,Growth,InHouse,Revenue,Completed,KWD,710499,38247,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads May 2024 152,Meta Ads,Social,Acquisition,13751.32,12953.14,2024-05-31,2024-06-29,Bahrain,Basic,Carousel,Brand,MediaHub,CAC,Paused,QAR,749112,114494,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jun 2024 153,TikTok Ads,Social,Awareness,120031.55,90492.34,2024-06-01,2024-08-18,Bahrain,Basic,Video,Performance,MediaHub,CAC,Completed,AED,2910365,139683,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jun 2024 154,LinkedIn Ads,B2B,Lead Generation,119901.63,119916.60,2024-06-02,2024-08-07,Egypt,Premium,Search Text,Performance,AdSpark,CAC,Completed,EUR,1689000,179773,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jun 2024 155,Email Nurture,CRM,Retention,62197.17,45279.02,2024-06-03,2024-07-28,UAE,Basic,Carousel,Growth,InHouse,Leads,Active,BHD,2262382,17484,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jun 2024 156,Affiliate Network,Partner,Acquisition,139280.59,111005.94,2024-06-04,2024-06-21,UAE,Basic,Video,CRM,AdSpark,CAC,Completed,EGP,285618,82051,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jun 2024 157,Google Ads,Search,Acquisition,49328.71,45137.11,2024-06-05,2024-07-12,USA,Basic,Search Text,Growth,BlueFox,CAC,Completed,SAR,922750,201032,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jun 2024 158,Meta Ads,Social,Acquisition,80304.82,72356.14,2024-06-06,2024-08-09,KSA,Enterprise,Static,Growth,MediaHub,ROAS,Active,EUR,2620678,91665,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jun 2024 159,TikTok Ads,Social,Awareness,106959.72,91690.04,2024-06-07,2024-08-04,Kuwait,Premium,Video,CRM,AdSpark,CAC,Paused,EGP,1576693,162315,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jun 2024 160,LinkedIn Ads,B2B,Lead Generation,124432.55,123676.34,2024-06-08,2024-08-06,USA,Premium,Static,CRM,MediaHub,Revenue,Active,GBP,2200317,159175,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jun 2024 161,Email Nurture,CRM,Retention,27797.34,21263.07,2024-06-09,2024-09-08,Bahrain,Premium,Carousel,CRM,MediaHub,CAC,Paused,EUR,375355,133979,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jun 2024 162,Affiliate Network,Partner,Acquisition,145854.95,122199.75,2024-06-10,2024-08-07,KSA,Basic,Search Text,Growth,MediaHub,Revenue,Completed,BHD,516643,201406,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jun 2024 163,Google Ads,Search,Acquisition,121425.02,119227.95,2024-06-11,2024-08-28,USA,Enterprise,Video,Growth,InHouse,Revenue,Active,EGP,1672730,27155,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jun 2024 164,Meta Ads,Social,Acquisition,97431.31,100438.05,2024-06-12,2024-08-10,USA,Premium,Video,Performance,AdSpark,Leads,Completed,QAR,1698363,126429,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jun 2024 165,TikTok Ads,Social,Awareness,49998.15,47573.27,2024-06-13,2024-07-22,Egypt,Premium,Static,CRM,MediaHub,CAC,Active,AED,2672294,28821,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jun 2024 166,LinkedIn Ads,B2B,Lead Generation,91899.37,69062.61,2024-06-14,2024-10-02,Egypt,VIP,Static,CRM,MediaHub,Leads,Paused,AED,1591365,48982,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jun 2024 167,Email Nurture,CRM,Retention,133487.32,139782.73,2024-06-15,2024-10-12,Qatar,Premium,Carousel,Growth,AdSpark,CAC,Completed,BHD,1036103,18476,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jun 2024 168,Affiliate Network,Partner,Acquisition,18981.57,12758.82,2024-06-16,2024-09-20,Kuwait,Enterprise,Carousel,Growth,MediaHub,ROAS,Paused,KWD,970978,225597,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jun 2024 169,Google Ads,Search,Acquisition,142567.13,136703.07,2024-06-17,2024-09-10,Qatar,Premium,Video,Growth,MediaHub,Revenue,Active,EUR,2782847,16029,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jun 2024 170,Meta Ads,Social,Acquisition,118112.67,108142.55,2024-06-18,2024-09-05,USA,Enterprise,Carousel,Performance,InHouse,Leads,Completed,QAR,2007092,12805,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jun 2024 171,TikTok Ads,Social,Awareness,49126.23,43106.83,2024-06-19,2024-08-18,Egypt,Basic,Carousel,Growth,AdSpark,Leads,Active,SAR,2384925,201914,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jun 2024 172,LinkedIn Ads,B2B,Lead Generation,52648.70,43240.70,2024-06-20,2024-09-28,UAE,Basic,Search Text,CRM,BlueFox,Revenue,Completed,BHD,1510523,211987,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jun 2024 173,Email Nurture,CRM,Retention,10909.32,10597.00,2024-06-21,2024-07-28,Egypt,Basic,Carousel,CRM,AdSpark,CAC,Completed,AED,308301,164250,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jun 2024 174,Affiliate Network,Partner,Acquisition,75427.30,53129.64,2024-06-22,2024-09-27,KSA,Premium,Carousel,Growth,MediaHub,CAC,Completed,EUR,2611744,106783,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jun 2024 175,Google Ads,Search,Acquisition,80733.08,73378.82,2024-06-23,2024-09-04,Kuwait,Basic,Search Text,CRM,InHouse,CAC,Paused,BHD,2039509,61640,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jun 2024 176,Meta Ads,Social,Acquisition,120087.70,125375.88,2024-06-24,2024-07-18,Egypt,Premium,Search Text,Performance,InHouse,Revenue,Paused,BHD,2731047,143788,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jun 2024 177,TikTok Ads,Social,Awareness,54157.70,53413.79,2024-06-25,2024-08-31,USA,VIP,Static,Growth,InHouse,Revenue,Paused,QAR,800106,9094,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jun 2024 178,LinkedIn Ads,B2B,Lead Generation,101472.80,97845.66,2024-06-26,2024-09-13,Qatar,Premium,Static,Growth,MediaHub,ROAS,Active,SAR,2468254,19154,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jun 2024 179,Email Nurture,CRM,Retention,126640.41,121554.32,2024-06-27,2024-08-25,Bahrain,Enterprise,Carousel,Brand,AdSpark,Leads,Paused,AED,2992009,14091,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jun 2024 180,Affiliate Network,Partner,Acquisition,22761.51,23609.78,2024-06-28,2024-07-12,Bahrain,Enterprise,Carousel,Brand,AdSpark,Revenue,Paused,QAR,2410802,118394,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 181,Google Ads,Search,Acquisition,68620.56,53098.85,2024-01-01,2024-03-30,KSA,Enterprise,Static,Performance,BlueFox,Revenue,Completed,AED,1087649,225893,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jan 2024 182,Meta Ads,Social,Acquisition,6887.88,5597.66,2024-01-02,2024-02-27,Qatar,VIP,Static,Performance,MediaHub,ROAS,Completed,EUR,1152526,149123,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jan 2024 183,TikTok Ads,Social,Awareness,93235.89,96513.54,2024-01-03,2024-03-11,Bahrain,Basic,Video,Brand,MediaHub,Revenue,Active,KWD,873559,13988,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jan 2024 184,LinkedIn Ads,B2B,Lead Generation,56902.34,47592.02,2024-01-04,2024-04-15,UAE,Premium,Carousel,Brand,InHouse,CAC,Completed,EGP,1950589,109403,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jan 2024 185,Email Nurture,CRM,Retention,32542.77,25054.15,2024-01-05,2024-04-14,KSA,VIP,Carousel,Brand,AdSpark,Leads,Paused,EUR,2767583,114934,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jan 2024 186,Affiliate Network,Partner,Acquisition,46183.49,36123.02,2024-01-06,2024-02-20,UK,VIP,Static,Brand,BlueFox,ROAS,Paused,SAR,1668939,150260,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 187,Google Ads,Search,Acquisition,89185.06,84832.17,2024-01-07,2024-04-07,USA,VIP,Carousel,Performance,BlueFox,CAC,Completed,QAR,1729320,70152,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jan 2024 188,Meta Ads,Social,Acquisition,79822.03,73468.89,2024-01-08,2024-01-24,Egypt,Premium,Static,Growth,BlueFox,Revenue,Active,BHD,926565,151895,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jan 2024 189,TikTok Ads,Social,Awareness,123000.72,111563.88,2024-01-09,2024-04-17,UK,Basic,Static,CRM,InHouse,ROAS,Completed,BHD,551437,17044,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jan 2024 190,LinkedIn Ads,B2B,Lead Generation,27653.89,27492.63,2024-01-10,2024-04-21,UAE,Enterprise,Carousel,Brand,BlueFox,CAC,Paused,EUR,1564174,89258,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jan 2024 191,Email Nurture,CRM,Retention,120452.23,84649.57,2024-01-11,2024-03-25,Egypt,Basic,Static,Growth,InHouse,Leads,Paused,EUR,1286690,101008,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jan 2024 192,Affiliate Network,Partner,Acquisition,23960.49,21429.67,2024-01-12,2024-02-03,UAE,Basic,Static,Brand,InHouse,CAC,Active,GBP,1945549,88377,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 193,Google Ads,Search,Acquisition,129919.23,111926.20,2024-01-13,2024-03-17,Kuwait,Premium,Carousel,Brand,AdSpark,ROAS,Completed,EUR,340852,242879,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jan 2024 194,Meta Ads,Social,Acquisition,92203.62,94762.52,2024-01-14,2024-04-10,UK,VIP,Carousel,CRM,BlueFox,Leads,Paused,EUR,938146,23188,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jan 2024 195,TikTok Ads,Social,Awareness,34977.70,30319.23,2024-01-15,2024-02-07,Qatar,Basic,Static,Brand,MediaHub,CAC,Paused,EGP,2823323,195212,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jan 2024 196,LinkedIn Ads,B2B,Lead Generation,6955.85,5213.16,2024-01-16,2024-02-16,UK,Enterprise,Carousel,CRM,BlueFox,Revenue,Active,SAR,88502,79972,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jan 2024 197,Email Nurture,CRM,Retention,100166.28,93723.81,2024-01-17,2024-02-29,Kuwait,Enterprise,Video,Growth,BlueFox,CAC,Completed,QAR,1609829,198463,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jan 2024 198,Affiliate Network,Partner,Acquisition,143970.97,102391.61,2024-01-18,2024-04-15,KSA,Enterprise,Search Text,Brand,InHouse,Revenue,Paused,GBP,167453,80193,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 199,Google Ads,Search,Acquisition,126537.91,85207.86,2024-01-19,2024-02-28,USA,VIP,Video,CRM,MediaHub,Leads,Paused,EUR,1429102,48493,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jan 2024 200,Meta Ads,Social,Acquisition,113237.75,106662.38,2024-01-20,2024-03-31,Egypt,Premium,Static,CRM,MediaHub,CAC,Active,EGP,78122,36243,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jan 2024 201,TikTok Ads,Social,Awareness,61388.35,64249.21,2024-01-21,2024-03-17,USA,Premium,Video,CRM,InHouse,CAC,Active,QAR,1722498,123800,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jan 2024 202,LinkedIn Ads,B2B,Lead Generation,12022.68,11143.86,2024-01-22,2024-04-01,Kuwait,Enterprise,Carousel,Growth,AdSpark,Revenue,Active,BHD,2567151,160897,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jan 2024 203,Email Nurture,CRM,Retention,113133.76,87800.34,2024-01-23,2024-03-21,UAE,Premium,Carousel,Brand,MediaHub,ROAS,Active,EGP,978172,193601,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jan 2024 204,Affiliate Network,Partner,Acquisition,84307.03,63510.68,2024-01-24,2024-04-21,Bahrain,Premium,Static,Growth,MediaHub,Leads,Completed,EGP,205734,34306,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 205,Google Ads,Search,Acquisition,45808.76,31023.55,2024-01-25,2024-04-17,UAE,Basic,Search Text,CRM,MediaHub,CAC,Paused,AED,1575733,16332,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jan 2024 206,Meta Ads,Social,Acquisition,122519.98,115032.16,2024-01-26,2024-04-05,UK,Enterprise,Video,Performance,AdSpark,Leads,Paused,EUR,454054,164131,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jan 2024 207,TikTok Ads,Social,Awareness,125195.89,128236.41,2024-01-27,2024-05-20,Egypt,VIP,Video,Performance,BlueFox,CAC,Completed,BHD,656284,207731,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jan 2024 208,LinkedIn Ads,B2B,Lead Generation,71435.82,50671.94,2024-01-28,2024-05-07,KSA,Premium,Static,Brand,InHouse,Leads,Paused,EUR,2248820,74858,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jan 2024 209,Email Nurture,CRM,Retention,39698.92,33857.35,2024-01-29,2024-05-13,Egypt,Premium,Search Text,CRM,MediaHub,Revenue,Completed,SAR,791427,27143,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jan 2024 210,Affiliate Network,Partner,Acquisition,14511.38,15116.95,2024-01-30,2024-02-29,KSA,Enterprise,Video,CRM,BlueFox,Revenue,Completed,AED,2818546,241210,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 211,Google Ads,Search,Acquisition,69253.36,46385.45,2024-01-31,2024-02-23,Bahrain,VIP,Video,CRM,MediaHub,Leads,Active,QAR,2922713,94050,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Feb 2024 212,Meta Ads,Social,Acquisition,90530.29,85468.51,2024-02-01,2024-03-08,KSA,Enterprise,Video,CRM,MediaHub,CAC,Paused,EUR,1077564,66476,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Feb 2024 213,TikTok Ads,Social,Awareness,84518.33,61082.68,2024-02-02,2024-03-15,UAE,VIP,Carousel,CRM,MediaHub,ROAS,Paused,EGP,1590766,179029,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Feb 2024 214,LinkedIn Ads,B2B,Lead Generation,103394.68,77987.43,2024-02-03,2024-03-29,Kuwait,Premium,Static,Growth,MediaHub,CAC,Paused,QAR,1276855,117082,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Feb 2024 215,Email Nurture,CRM,Retention,4741.21,4034.21,2024-02-04,2024-06-03,Bahrain,VIP,Video,Brand,AdSpark,ROAS,Active,AED,1579470,161917,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Feb 2024 216,Affiliate Network,Partner,Acquisition,57873.43,49365.73,2024-02-05,2024-05-16,Qatar,Basic,Carousel,CRM,AdSpark,Revenue,Paused,EGP,1676233,112971,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Feb 2024 217,Google Ads,Search,Acquisition,99374.03,70951.40,2024-02-06,2024-05-11,Qatar,Enterprise,Static,Brand,MediaHub,Revenue,Paused,BHD,1347591,209349,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Feb 2024 218,Meta Ads,Social,Acquisition,25682.66,20378.60,2024-02-07,2024-03-13,Egypt,Basic,Search Text,Growth,AdSpark,Leads,Completed,SAR,604584,213211,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Feb 2024 219,TikTok Ads,Social,Awareness,21805.54,19878.98,2024-02-08,2024-05-09,Egypt,Premium,Carousel,Growth,InHouse,Leads,Paused,GBP,186334,40750,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Feb 2024 220,LinkedIn Ads,B2B,Lead Generation,49026.42,46721.21,2024-02-09,2024-05-08,Kuwait,Premium,Search Text,CRM,AdSpark,CAC,Completed,EUR,732932,217706,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Feb 2024 221,Email Nurture,CRM,Retention,108962.54,99769.60,2024-02-10,2024-05-13,Egypt,Basic,Search Text,Performance,InHouse,Leads,Completed,QAR,2625158,135839,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Feb 2024 222,Affiliate Network,Partner,Acquisition,97653.46,85006.35,2024-02-11,2024-02-28,KSA,Premium,Static,Growth,MediaHub,ROAS,Active,QAR,2417096,141098,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Feb 2024 223,Google Ads,Search,Acquisition,106247.13,75734.40,2024-02-12,2024-03-25,KSA,Premium,Static,Growth,MediaHub,ROAS,Paused,QAR,2154806,174734,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Feb 2024 224,Meta Ads,Social,Acquisition,107261.86,92816.97,2024-02-13,2024-03-12,Kuwait,Enterprise,Search Text,Performance,BlueFox,ROAS,Active,SAR,2236497,86646,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Feb 2024 225,TikTok Ads,Social,Awareness,84328.26,56786.23,2024-02-14,2024-04-01,UK,VIP,Static,Growth,InHouse,Revenue,Active,BHD,1864906,168321,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Feb 2024 226,LinkedIn Ads,B2B,Lead Generation,73105.35,71845.26,2024-02-15,2024-05-06,Qatar,Enterprise,Search Text,Brand,AdSpark,Leads,Completed,SAR,2508938,115122,2024-01-01T00:00:00+00:00
